borough,crime_type,hour_of_day,incident_count
STATEN ISLAND,CRIMINAL TRESPASS,3,2
STATEN ISLAND,CRIMINAL TRESPASS,4,1
STATEN ISLAND,CRIMINAL TRESPASS,5,1
STATEN ISLAND,CRIMINAL TRESPASS,6,1
STATEN ISLAND,CRIMINAL TRESPASS,12,1
STATEN ISLAND,CRIMINAL TRESPASS,13,1
STATEN ISLAND,CRIMINAL TRESPASS,15,1
STATEN ISLAND,CRIMINAL TRESPASS,16,1
STATEN ISLAND,CRIMINAL TRESPASS,17,1
STATEN ISLAND,CRIMINAL TRESPASS,19,2
STATEN ISLAND,CRIMINAL TRESPASS,21,2
STATEN ISLAND,DANGEROUS DRUGS,0,6
STATEN ISLAND,DANGEROUS DRUGS,2,3
STATEN ISLAND,DANGEROUS DRUGS,3,3
STATEN ISLAND,DANGEROUS DRUGS,6,2
STATEN ISLAND,DANGEROUS DRUGS,11,3
STATEN ISLAND,DANGEROUS DRUGS,12,4
STATEN ISLAND,DANGEROUS DRUGS,13,4
STATEN ISLAND,DANGEROUS DRUGS,14,12
STATEN ISLAND,DANGEROUS DRUGS,15,6
STATEN ISLAND,DANGEROUS DRUGS,16,8
STATEN ISLAND,DANGEROUS DRUGS,17,2
STATEN ISLAND,DANGEROUS DRUGS,18,3
STATEN ISLAND,DANGEROUS DRUGS,19,8
STATEN ISLAND,DANGEROUS DRUGS,20,3
STATEN ISLAND,DANGEROUS DRUGS,22,4
STATEN ISLAND,DANGEROUS DRUGS,23,1
STATEN ISLAND,DANGEROUS WEAPONS,1,2
STATEN ISLAND,DANGEROUS WEAPONS,2,1
STATEN ISLAND,DANGEROUS WEAPONS,3,1
STATEN ISLAND,DANGEROUS WEAPONS,4,2
STATEN ISLAND,DANGEROUS WEAPONS,8,1
STATEN ISLAND,DANGEROUS WEAPONS,9,1
STATEN ISLAND,DANGEROUS WEAPONS,10,1
STATEN ISLAND,DANGEROUS WEAPONS,11,1
STATEN ISLAND,DANGEROUS WEAPONS,12,1
STATEN ISLAND,DANGEROUS WEAPONS,13,1
STATEN ISLAND,DANGEROUS WEAPONS,15,1
STATEN ISLAND,DANGEROUS WEAPONS,16,1
STATEN ISLAND,DANGEROUS WEAPONS,18,5
STATEN ISLAND,DANGEROUS WEAPONS,19,2
STATEN ISLAND,DANGEROUS WEAPONS,21,1
STATEN ISLAND,DANGEROUS WEAPONS,22,4
STATEN ISLAND,FELONY ASSAULT,0,1
STATEN ISLAND,FELONY ASSAULT,1,3
STATEN ISLAND,FELONY ASSAULT,3,3
STATEN ISLAND,FELONY ASSAULT,4,2
STATEN ISLAND,FELONY ASSAULT,6,3
STATEN ISLAND,FELONY ASSAULT,7,3
STATEN ISLAND,FELONY ASSAULT,8,2
STATEN ISLAND,FELONY ASSAULT,9,4
STATEN ISLAND,FELONY ASSAULT,10,3
STATEN ISLAND,FELONY ASSAULT,11,5
STATEN ISLAND,FELONY ASSAULT,12,4
STATEN ISLAND,FELONY ASSAULT,13,6
STATEN ISLAND,FELONY ASSAULT,14,2
STATEN ISLAND,FELONY ASSAULT,15,8
STATEN ISLAND,FELONY ASSAULT,16,4
STATEN ISLAND,FELONY ASSAULT,17,10
STATEN ISLAND,FELONY ASSAULT,18,3
STATEN ISLAND,FELONY ASSAULT,19,1
STATEN ISLAND,FELONY ASSAULT,20,1
STATEN ISLAND,FELONY ASSAULT,21,8
STATEN ISLAND,FELONY ASSAULT,22,1
STATEN ISLAND,FELONY ASSAULT,23,3
STATEN ISLAND,FORGERY,3,2
STATEN ISLAND,FORGERY,7,2
STATEN ISLAND,FORGERY,8,1
STATEN ISLAND,FORGERY,9,3
STATEN ISLAND,FORGERY,11,1
STATEN ISLAND,FORGERY,12,2
STATEN ISLAND,FORGERY,16,2
STATEN ISLAND,FORGERY,17,3
STATEN ISLAND,FORGERY,18,1
STATEN ISLAND,FORGERY,19,1
STATEN ISLAND,FORGERY,22,1
STATEN ISLAND,FRAUDS,0,1
STATEN ISLAND,FRAUDS,2,1
STATEN ISLAND,FRAUDS,7,2
STATEN ISLAND,FRAUDS,8,1
STATEN ISLAND,FRAUDS,9,3
STATEN ISLAND,FRAUDS,10,2
STATEN ISLAND,FRAUDS,12,3
STATEN ISLAND,FRAUDS,14,1
STATEN ISLAND,FRAUDS,15,1
STATEN ISLAND,FRAUDS,20,1
STATEN ISLAND,FRAUDS,22,1
STATEN ISLAND,GRAND LARCENY,0,8
STATEN ISLAND,GRAND LARCENY,1,2
STATEN ISLAND,GRAND LARCENY,2,1
STATEN ISLAND,GRAND LARCENY,3,1
STATEN ISLAND,GRAND LARCENY,4,1
STATEN ISLAND,GRAND LARCENY,5,1
STATEN ISLAND,GRAND LARCENY,6,3
STATEN ISLAND,GRAND LARCENY,7,4
STATEN ISLAND,GRAND LARCENY,8,10
STATEN ISLAND,GRAND LARCENY,9,9
STATEN ISLAND,GRAND LARCENY,10,3
STATEN ISLAND,GRAND LARCENY,11,6
STATEN ISLAND,GRAND LARCENY,12,9
STATEN ISLAND,GRAND LARCENY,13,6
STATEN ISLAND,GRAND LARCENY,14,9
STATEN ISLAND,GRAND LARCENY,15,14
STATEN ISLAND,GRAND LARCENY,16,1
STATEN ISLAND,GRAND LARCENY,17,10
STATEN ISLAND,GRAND LARCENY,18,3
STATEN ISLAND,GRAND LARCENY,19,4
STATEN ISLAND,GRAND LARCENY,20,10
STATEN ISLAND,GRAND LARCENY,21,4
STATEN ISLAND,GRAND LARCENY,22,2
STATEN ISLAND,GRAND LARCENY,23,3
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,0,1
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,1,3
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,2,1
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,3,4
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,4,4
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,6,1
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,7,2
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,8,1
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,13,1
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,14,1
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,16,2
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,17,2
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,18,3
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,19,4
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,20,4
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,21,2
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,22,4
STATEN ISLAND,GRAND LARCENY OF MOTOR VEHICLE,23,2
STATEN ISLAND,HARRASSMENT 2,0,11
STATEN ISLAND,HARRASSMENT 2,1,4
STATEN ISLAND,HARRASSMENT 2,2,6
STATEN ISLAND,HARRASSMENT 2,3,6
STATEN ISLAND,HARRASSMENT 2,4,6
STATEN ISLAND,HARRASSMENT 2,5,7
STATEN ISLAND,HARRASSMENT 2,6,5
STATEN ISLAND,HARRASSMENT 2,7,11
STATEN ISLAND,HARRASSMENT 2,8,13
STATEN ISLAND,HARRASSMENT 2,9,20
STATEN ISLAND,HARRASSMENT 2,10,21
STATEN ISLAND,HARRASSMENT 2,11,17
STATEN ISLAND,HARRASSMENT 2,12,28
STATEN ISLAND,HARRASSMENT 2,13,20
STATEN ISLAND,HARRASSMENT 2,14,25
STATEN ISLAND,HARRASSMENT 2,15,25
STATEN ISLAND,HARRASSMENT 2,16,29
STATEN ISLAND,HARRASSMENT 2,17,18
STATEN ISLAND,HARRASSMENT 2,18,30
STATEN ISLAND,HARRASSMENT 2,19,24
STATEN ISLAND,HARRASSMENT 2,20,20
STATEN ISLAND,HARRASSMENT 2,21,27
STATEN ISLAND,HARRASSMENT 2,22,13
STATEN ISLAND,HARRASSMENT 2,23,13
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,0,5
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,1,4
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,2,2
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,4,1
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,5,1
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,8,1
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,13,3
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,15,2
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,17,1
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,18,3
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,19,1
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,20,2
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,22,2
STATEN ISLAND,INTOXICATED & IMPAIRED DRIVING,23,2
STATEN ISLAND,MISCELLANEOUS PENAL LAW,0,4
STATEN ISLAND,MISCELLANEOUS PENAL LAW,1,2
STATEN ISLAND,MISCELLANEOUS PENAL LAW,3,4
STATEN ISLAND,MISCELLANEOUS PENAL LAW,4,1
STATEN ISLAND,MISCELLANEOUS PENAL LAW,5,1
STATEN ISLAND,MISCELLANEOUS PENAL LAW,6,3
STATEN ISLAND,MISCELLANEOUS PENAL LAW,7,2
STATEN ISLAND,MISCELLANEOUS PENAL LAW,8,4
STATEN ISLAND,MISCELLANEOUS PENAL LAW,9,4
STATEN ISLAND,MISCELLANEOUS PENAL LAW,10,5
STATEN ISLAND,MISCELLANEOUS PENAL LAW,11,3
STATEN ISLAND,MISCELLANEOUS PENAL LAW,12,6
STATEN ISLAND,MISCELLANEOUS PENAL LAW,13,7
STATEN ISLAND,MISCELLANEOUS PENAL LAW,14,3
STATEN ISLAND,MISCELLANEOUS PENAL LAW,15,4
STATEN ISLAND,MISCELLANEOUS PENAL LAW,16,5
STATEN ISLAND,MISCELLANEOUS PENAL LAW,17,8
STATEN ISLAND,MISCELLANEOUS PENAL LAW,18,3
STATEN ISLAND,MISCELLANEOUS PENAL LAW,19,5
STATEN ISLAND,MISCELLANEOUS PENAL LAW,20,13
STATEN ISLAND,MISCELLANEOUS PENAL LAW,21,5
STATEN ISLAND,MISCELLANEOUS PENAL LAW,22,6
STATEN ISLAND,MISCELLANEOUS PENAL LAW,23,5
STATEN ISLAND,NYS LAWS-UNCLASSIFIED FELONY,12,1
STATEN ISLAND,NYS LAWS-UNCLASSIFIED FELONY,16,1
STATEN ISLAND,NYS LAWS-UNCLASSIFIED FELONY,17,2
STATEN ISLAND,NYS LAWS-UNCLASSIFIED FELONY,18,2
STATEN ISLAND,NYS LAWS-UNCLASSIFIED FELONY,20,1
STATEN ISLAND,NYS LAWS-UNCLASSIFIED FELONY,21,1
STATEN ISLAND,NYS LAWS-UNCLASSIFIED FELONY,22,1
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,0,5
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,1,2
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,2,4
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,3,4
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,6,1
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,7,7
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,8,4
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,9,7
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,10,11
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,11,9
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,12,8
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,13,4
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,14,9
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,15,7
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,16,7
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,17,10
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,18,11
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,19,8
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,20,5
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,21,7
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,22,6
STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,23,7
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,1,1
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,2,2
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,3,1
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,7,1
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,9,3
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,10,2
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,12,2
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,13,1
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,15,1
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,16,1
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,18,1
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,19,1
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,20,2
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,21,2
STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,22,4
STATEN ISLAND,OFFENSES AGAINST PUBLIC SAFETY,19,1
STATEN ISLAND,OFFENSES AGAINST THE PERSON,1,1
STATEN ISLAND,OFFENSES AGAINST THE PERSON,11,1
STATEN ISLAND,OFFENSES AGAINST THE PERSON,12,1
STATEN ISLAND,OFFENSES AGAINST THE PERSON,14,1
STATEN ISLAND,OFFENSES AGAINST THE PERSON,15,1
STATEN ISLAND,OFFENSES AGAINST THE PERSON,16,1
STATEN ISLAND,OFFENSES AGAINST THE PERSON,20,1
STATEN ISLAND,OFFENSES INVOLVING FRAUD,1,1
STATEN ISLAND,OFFENSES INVOLVING FRAUD,7,1
STATEN ISLAND,OFFENSES INVOLVING FRAUD,13,1
STATEN ISLAND,OFFENSES INVOLVING FRAUD,15,1
STATEN ISLAND,OFFENSES INVOLVING FRAUD,18,1
STATEN ISLAND,OFFENSES INVOLVING FRAUD,21,1
STATEN ISLAND,OFFENSES INVOLVING FRAUD,22,1
STATEN ISLAND,OFFENSES INVOLVING FRAUD,23,1
STATEN ISLAND,OTHER OFFENSES RELATED TO THEF,6,1
STATEN ISLAND,OTHER OFFENSES RELATED TO THEF,10,2
STATEN ISLAND,OTHER OFFENSES RELATED TO THEF,14,6
STATEN ISLAND,OTHER OFFENSES RELATED TO THEF,15,2
STATEN ISLAND,OTHER OFFENSES RELATED TO THEF,16,5
STATEN ISLAND,OTHER OFFENSES RELATED TO THEF,17,1
STATEN ISLAND,OTHER OFFENSES RELATED TO THEF,18,2
STATEN ISLAND,OTHER OFFENSES RELATED TO THEF,19,1
STATEN ISLAND,OTHER OFFENSES RELATED TO THEF,23,1
STATEN ISLAND,OTHER STATE LAWS (NON PENAL LA,0,1
STATEN ISLAND,OTHER STATE LAWS (NON PENAL LA,1,1
STATEN ISLAND,PETIT LARCENY,0,10
STATEN ISLAND,PETIT LARCENY,1,5
STATEN ISLAND,PETIT LARCENY,2,9
STATEN ISLAND,PETIT LARCENY,3,16
STATEN ISLAND,PETIT LARCENY,4,8
STATEN ISLAND,PETIT LARCENY,5,16
STATEN ISLAND,PETIT LARCENY,6,7
STATEN ISLAND,PETIT LARCENY,7,6
STATEN ISLAND,PETIT LARCENY,8,24
STATEN ISLAND,PETIT LARCENY,9,22
STATEN ISLAND,PETIT LARCENY,10,19
STATEN ISLAND,PETIT LARCENY,11,29
STATEN ISLAND,PETIT LARCENY,12,29
STATEN ISLAND,PETIT LARCENY,13,29
STATEN ISLAND,PETIT LARCENY,14,19
STATEN ISLAND,PETIT LARCENY,15,41
STATEN ISLAND,PETIT LARCENY,16,28
STATEN ISLAND,PETIT LARCENY,17,26
STATEN ISLAND,PETIT LARCENY,18,30
STATEN ISLAND,PETIT LARCENY,19,23
STATEN ISLAND,PETIT LARCENY,20,9
STATEN ISLAND,PETIT LARCENY,21,12
STATEN ISLAND,PETIT LARCENY,22,8
STATEN ISLAND,PETIT LARCENY,23,10
STATEN ISLAND,POSSESSION OF STOLEN PROPERTY,8,1
STATEN ISLAND,POSSESSION OF STOLEN PROPERTY,14,1
STATEN ISLAND,POSSESSION OF STOLEN PROPERTY,15,1
STATEN ISLAND,POSSESSION OF STOLEN PROPERTY,20,2
STATEN ISLAND,PROSTITUTION & RELATED OFFENSES,16,1
STATEN ISLAND,RAPE,0,1
STATEN ISLAND,RAPE,1,1
STATEN ISLAND,RAPE,2,1
STATEN ISLAND,RAPE,14,1
STATEN ISLAND,RAPE,18,1
STATEN ISLAND,RAPE,22,1
STATEN ISLAND,RAPE,23,1
STATEN ISLAND,ROBBERY,0,3
STATEN ISLAND,ROBBERY,1,2
STATEN ISLAND,ROBBERY,10,2
STATEN ISLAND,ROBBERY,11,1
STATEN ISLAND,ROBBERY,14,5
STATEN ISLAND,ROBBERY,15,2
STATEN ISLAND,ROBBERY,16,2
STATEN ISLAND,ROBBERY,17,1
STATEN ISLAND,ROBBERY,18,1
STATEN ISLAND,ROBBERY,19,2
STATEN ISLAND,ROBBERY,21,1
STATEN ISLAND,ROBBERY,22,3
STATEN ISLAND,ROBBERY,23,2
STATEN ISLAND,SEX CRIMES,0,2
STATEN ISLAND,SEX CRIMES,1,2
STATEN ISLAND,SEX CRIMES,2,4
STATEN ISLAND,SEX CRIMES,3,1
STATEN ISLAND,SEX CRIMES,5,1
STATEN ISLAND,SEX CRIMES,7,1
STATEN ISLAND,SEX CRIMES,9,1
STATEN ISLAND,SEX CRIMES,10,1
STATEN ISLAND,SEX CRIMES,13,1
STATEN ISLAND,SEX CRIMES,14,1
STATEN ISLAND,SEX CRIMES,15,3
STATEN ISLAND,SEX CRIMES,17,2
STATEN ISLAND,SEX CRIMES,20,2
STATEN ISLAND,SEX CRIMES,22,2
STATEN ISLAND,SEX CRIMES,23,3
STATEN ISLAND,THEFT-FRAUD,8,2
STATEN ISLAND,THEFT-FRAUD,9,3
STATEN ISLAND,THEFT-FRAUD,11,1
STATEN ISLAND,THEFT-FRAUD,12,1
STATEN ISLAND,THEFT-FRAUD,13,2
STATEN ISLAND,THEFT-FRAUD,14,1
STATEN ISLAND,THEFT-FRAUD,15,4
STATEN ISLAND,THEFT-FRAUD,17,2
STATEN ISLAND,THEFT-FRAUD,18,1
STATEN ISLAND,THEFT-FRAUD,19,1
STATEN ISLAND,THEFT-FRAUD,21,1
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,1,2
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,8,1
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,12,2
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,13,2
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,14,1
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,15,1
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,17,1
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,18,1
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,19,1
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,20,1
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,21,2
STATEN ISLAND,UNAUTHORIZED USE OF A VEHICLE,22,1
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,0,6
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,1,1
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,2,4
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,3,2
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,7,5
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,8,1
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,9,8
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,10,4
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,11,4
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,12,7
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,13,4
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,14,1
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,15,6
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,16,7
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,17,10
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,18,9
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,19,10
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,20,6
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,21,5
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,22,8
STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,23,5
